CustomerID,Age,Gender,Region,Annual_Income,Membership_Type,Membership_Years,Device_Preference,Avg_Session_Length_Min,App_Usage_Hours_Week,Website_Usage_Hours_Week,Num_Purchases_Last_Year,Customer_Satisfaction,Days_Since_Last_Purchase,Email_Engagement_Rate,Annual_Spending
480,22,Male,East,103389.01,Basic,2.26,Website,23.45,5.5,1.48,23,8.22,4.2,0.325,6996.54
481,56,Male,East,49486.61,Basic,3.28,Mobile App,27.98,5.87,2.11,15,8.04,0.3,0.176,5853.76
482,40,Male,West,54838.46,Basic,8.21,Mobile App,24.02,4.11,2.62,9,8.03,47.1,0.171,5733.27
483,28,Female,East,45107.04,Silver,0.7,Both,36.64,5.89,3.28,16,9.54,16.5,0.481,6720.73
484,30,Male,South,47989.97,Basic,0.1,Mobile App,26.17,13.06,1.06,16,6.15,2.4,0.304,5560.63
485,18,Male,North,98616.91,Silver,1.85,Website,14.53,4.79,0.94,10,7.05,6.4,0.408,6119.83
486,26,Male,North,38120.9,Basic,0.53,Both,12.89,2.78,0.14,11,9.61,16.9,0.472,4852.53
487,49,Male,South,38958.74,Basic,0.7,Website,12.46,3.68,7.05,17,5.04,0.1,0.244,5058.0
488,63,Male,South,95207.63,Platinum,8.37,Website,33.56,6.29,6.75,10,7.53,29.4,0.333,8861.9
489,46,Female,East,67412.92,Basic,1.72,Mobile App,17.64,2.08,1.83,11,9.2,2.4,0.195,5474.41
490,37,Female,South,113792.24,Basic,0.57,Mobile App,30.7,1.95,1.91,19,9.18,43.2,0.489,7179.4
491,33,Female,West,46274.51,Basic,2.88,Mobile App,29.23,3.63,5.56,16,8.46,53.6,0.017,5918.86
492,27,Female,West,56624.58,Platinum,0.1,Both,27.42,2.74,0.61,9,8.49,74.0,0.113,6540.01
493,61,Female,North,42991.73,Silver,0.93,Both,31.95,1.33,0.85,15,6.25,44.6,0.355,5545.44
494,36,Male,East,56962.9,Silver,1.65,Mobile App,29.42,3.24,5.8,18,9.39,4.3,0.417,7134.93
495,61,Female,East,29116.67,Platinum,3.37,Mobile App,5.0,7.15,1.47,11,6.04,46.5,0.338,6928.44
496,53,Female,East,68853.35,Basic,7.07,Mobile App,25.09,4.01,0.74,15,6.12,19.4,0.281,6559.74
497,19,Male,North,60670.69,Platinum,0.1,Website,31.83,1.1,2.73,16,8.1,31.7,0.279,6961.61
498,31,Female,West,53095.95,Basic,1.82,Website,42.76,4.46,1.07,13,6.96,3.7,0.374,5325.81
499,31,Male,West,47257.78,Silver,0.53,Website,43.18,2.33,5.12,15,7.87,4.2,0.275,5242.45
500,37,Female,East,39609.97,Silver,4.05,Both,15.73,10.39,2.09,19,8.16,15.6,0.405,6906.55
501,37,Female,West,69891.51,Silver,2.43,Mobile App,24.85,4.22,1.11,28,9.91,24.2,0.388,7417.79
502,71,Female,West,35958.42,Platinum,1.23,Website,13.9,1.79,1.16,10,8.16,15.4,0.377,5962.33
503,26,Female,South,64806.65,Basic,0.55,Website,41.68,4.7,2.63,8,6.8,14.4,0.415,5557.24
504,41,Female,East,111978.03,Platinum,3.35,Mobile App,37.12,3.41,1.62,15,8.48,10.5,0.222,8859.86
505,45,Female,South,91119.99,Silver,1.53,Both,31.16,6.71,1.45,13,6.52,4.9,0.274,6694.05
506,38,Female,West,31990.85,Silver,4.34,Mobile App,29.49,1.94,3.38,25,8.79,75.8,0.265,5837.67
507,39,Male,North,44897.69,Platinum,2.53,Both,40.43,4.22,5.61,15,7.68,9.8,0.351,7994.71
508,27,Female,South,62787.28,Basic,1.32,Both,38.9,0.7,3.04,12,8.12,13.6,0.056,5453.5
509,39,Female,West,52859.95,Platinum,6.42,Both,38.42,3.14,1.0,13,5.29,3.4,0.296,7594.3
510,44,Male,South,33196.77,Silver,3.31,Website,32.11,1.08,0.7,12,4.67,25.5,0.448,4686.4
511,42,Male,West,61998.2,Gold,4.38,Mobile App,24.86,3.33,3.23,8,5.65,0.6,0.388,6985.43
512,44,Female,South,53986.76,Basic,2.37,Both,34.9,3.87,3.03,11,9.87,16.8,0.387,5623.76
513,54,Male,West,105874.94,Silver,2.92,Both,35.34,4.1,1.36,16,6.11,4.5,0.324,7133.55
514,48,Male,West,49581.35,Gold,2.83,Website,26.28,1.94,1.65,13,8.55,54.3,0.373,6256.5
515,39,Male,South,81536.1,Silver,1.7,Both,24.84,3.21,1.05,11,6.77,22.4,0.124,5571.75
516,25,Male,East,34770.31,Basic,1.14,Mobile App,38.2,6.17,0.72,10,7.29,17.6,0.535,4866.11
517,31,Male,South,37805.0,Basic,6.66,Website,42.98,8.57,1.13,16,7.54,39.9,0.036,5915.22
518,36,Female,East,69743.65,Gold,1.24,Both,21.26,3.29,0.09,14,9.74,25.5,0.467,7100.97
519,41,Male,East,79166.28,Basic,0.41,Mobile App,25.63,6.28,4.46,18,,22.7,0.029,6373.47
520,33,Female,West,38751.03,Gold,1.65,Website,31.16,1.43,0.51,12,8.1,57.6,0.542,5758.24
521,28,Female,North,54634.84,Platinum,3.22,Both,32.38,2.19,1.86,19,9.29,0.2,0.354,7982.22
522,25,Male,North,33404.55,Basic,5.43,Both,23.3,3.55,0.17,12,6.78,80.3,0.273,4830.94
523,20,Male,East,50846.83,Basic,2.56,Both,44.95,2.75,2.96,14,8.99,13.0,0.307,5852.34
524,35,Female,East,72614.72,Gold,4.44,Mobile App,31.8,2.54,3.64,11,8.77,49.6,0.277,7162.34
525,22,Male,South,46525.9,Basic,6.88,Both,32.78,5.85,2.0,15,8.76,11.1,,5991.03
526,27,Male,North,49654.18,Silver,5.33,Mobile App,43.83,1.24,1.77,12,7.4,12.9,0.244,5735.94
527,34,Female,South,36481.9,Gold,1.25,Website,23.96,1.35,1.04,17,7.03,7.8,0.36,5874.97
528,23,Female,West,43177.49,Silver,5.85,Website,27.2,0.92,4.38,16,6.47,13.2,0.608,5523.37
529,42,Female,North,100241.63,Silver,5.6,Both,16.72,3.63,0.39,13,6.55,13.6,0.27,6906.23
530,46,Male,South,55576.94,Gold,0.98,Both,26.45,2.33,1.29,10,6.41,1.4,0.211,5532.59
531,32,Female,West,38146.61,Silver,0.81,Both,14.6,5.48,0.93,12,8.08,4.4,0.033,4873.89
532,33,Female,North,48524.78,Basic,6.95,Website,34.73,3.41,0.9,22,7.3,1.1,0.177,6723.73
533,44,Male,East,30973.9,Silver,3.41,Mobile App,31.78,1.91,4.3,18,8.16,47.6,0.261,5406.67
534,30,Female,North,37988.7,Platinum,2.13,Website,25.51,1.68,1.68,13,8.23,12.5,0.376,6594.33
535,29,Male,West,87213.89,Gold,5.52,Website,27.1,0.24,1.04,12,6.22,11.4,0.132,6595.72
536,51,Male,East,51540.91,Silver,0.13,Mobile App,34.85,2.63,2.43,14,6.18,54.2,0.476,5536.82
537,48,Female,West,105004.19,Basic,0.39,Website,17.78,1.09,2.28,12,7.3,18.2,0.317,5910.86
538,45,Male,North,52398.24,Basic,5.07,Both,29.84,5.94,3.6,7,6.59,115.9,0.237,5685.49
539,48,Male,East,53498.42,Basic,3.21,Both,34.3,2.24,2.64,16,6.46,37.8,0.516,6082.31
540,18,Female,East,67799.69,Basic,0.13,Both,11.96,0.78,1.75,14,9.8,3.9,0.254,5319.75
541,53,Female,North,21260.25,Platinum,0.19,Mobile App,34.16,6.73,1.85,11,5.61,0.1,0.477,6754.69
542,42,Female,North,58205.13,Basic,2.72,Website,12.93,2.66,2.55,26,10.0,4.6,0.34,6620.53
543,49,Female,North,53255.41,Gold,1.06,Mobile App,26.94,4.45,0.8,12,7.98,45.0,0.291,6482.09
544,42,Female,West,91136.5,Basic,1.45,Mobile App,17.53,1.93,2.24,8,8.88,27.5,0.239,5705.57
545,39,Male,East,75935.36,Basic,5.64,Website,40.88,6.89,5.53,14,8.73,3.5,0.078,6783.97
546,35,Male,East,36432.19,Silver,3.86,Mobile App,17.59,1.5,2.0,12,8.4,86.3,0.068,4985.73
547,42,Male,East,83679.43,Basic,3.26,Mobile App,13.15,2.33,1.39,11,9.76,12.2,0.258,5952.76
548,35,Male,East,49423.93,Gold,3.99,Website,29.2,0.55,1.38,14,6.19,6.5,0.299,5808.94
549,48,Female,South,39475.73,Platinum,1.97,Mobile App,24.28,6.78,2.47,21,7.4,22.7,0.153,7669.83
550,21,Male,South,58045.71,Platinum,1.98,Mobile App,14.46,1.74,2.14,13,6.49,35.2,0.373,6771.12
551,32,Male,East,50464.77,Basic,6.25,Mobile App,32.73,3.69,3.06,18,5.4,9.0,0.071,5234.23
552,60,Male,North,92824.22,Gold,0.14,Website,10.08,4.06,1.1,22,6.74,23.3,0.221,6931.27
553,31,Male,West,61035.91,Basic,3.59,Mobile App,18.67,6.07,1.6,10,10.0,24.6,0.364,5674.49
554,35,Female,West,58219.79,Platinum,0.51,Website,22.82,3.5,3.45,12,7.37,25.7,0.322,6853.75
555,28,Male,South,74252.48,Silver,3.42,Website,35.22,2.78,3.65,13,10.0,4.1,0.178,6640.81
556,42,Male,East,79419.97,Basic,0.26,Mobile App,39.66,5.66,3.67,19,10.0,9.2,0.304,7713.01
557,30,Male,North,71272.21,Basic,14.96,Both,37.93,4.02,3.18,10,10.0,21.9,0.117,6658.77
558,36,Female,West,89037.44,Basic,5.3,Mobile App,26.62,2.47,3.26,10,10.0,8.7,0.416,6744.73
559,47,Female,West,67039.61,Basic,0.49,Website,6.15,6.98,2.24,22,10.0,2.2,0.364,6356.05
560,30,Female,West,57450.44,Platinum,2.73,Mobile App,31.52,4.23,0.49,12,8.02,14.3,0.238,7275.53
561,47,Male,South,83592.6,Gold,12.51,Website,41.24,1.01,0.54,10,7.9,52.8,0.122,7400.78
562,47,Male,North,52479.94,Platinum,1.29,Mobile App,39.1,7.81,1.97,10,7.98,10.7,0.227,7587.36
563,50,Female,North,54810.46,Basic,3.8,Both,32.17,1.89,2.04,8,7.6,9.6,0.511,5678.89
564,40,Female,North,98968.01,Silver,14.13,Mobile App,17.29,6.05,0.88,9,7.79,0.1,0.118,7676.2
565,74,Female,North,95575.66,Basic,3.93,Website,23.27,0.79,0.94,14,8.58,2.6,0.247,6680.73
566,50,Female,North,54021.56,Silver,0.95,Mobile App,45.4,5.64,1.74,18,6.99,10.8,0.013,6420.84
567,42,Female,West,46224.12,Basic,4.37,Mobile App,15.25,1.07,7.77,23,5.81,7.7,0.464,6114.16
568,28,Male,North,90410.05,Basic,3.1,Mobile App,17.67,3.43,0.74,11,8.07,21.6,0.413,5985.73
569,37,Male,North,71692.86,Silver,0.4,Website,36.48,4.15,1.33,9,6.7,51.0,0.225,6233.76
570,54,Female,West,60503.32,Basic,1.19,Website,24.12,2.51,3.59,7,6.83,43.0,0.391,5015.61
571,57,Male,East,48404.33,Silver,0.25,Both,17.36,3.02,3.13,18,7.41,14.3,0.426,6181.71
572,54,Female,East,60845.54,Gold,0.75,Both,41.75,1.28,2.37,21,7.12,5.2,0.188,6923.54
573,47,Female,East,53766.29,Basic,1.56,Both,32.15,5.25,0.28,7,9.04,26.2,0.31,5500.91
574,24,Female,West,42936.68,Platinum,0.13,Mobile App,24.56,3.56,1.53,17,7.38,6.2,0.213,6925.3
575,43,Female,East,56679.33,Silver,2.73,Both,17.69,1.49,6.37,16,9.11,2.8,0.432,6033.05
576,24,Female,East,59450.45,Gold,0.8,Website,46.43,3.66,0.91,17,7.87,22.3,0.119,6283.26
577,22,Female,East,47506.02,Gold,2.63,Website,27.78,3.74,0.88,5,7.48,6.4,0.495,5511.59
578,41,Female,South,74335.13,Gold,3.78,Both,40.58,3.13,5.35,9,7.81,0.7,0.166,6854.97
579,44,Female,South,85058.23,Gold,2.49,Website,36.04,0.24,1.74,10,5.92,14.5,0.115,5930.35
580,48,Male,South,76074.18,Platinum,2.78,Both,23.31,2.24,0.3,17,8.04,44.0,0.512,8008.89
581,43,Female,North,49183.48,Silver,0.63,Both,23.38,5.2,0.65,15,8.7,10.2,0.407,6516.33
582,44,Female,West,70582.5,Basic,13.49,Mobile App,41.02,4.31,1.12,11,8.89,13.4,0.354,7251.21
583,27,Male,North,55675.0,Basic,1.19,Website,41.16,4.23,2.28,12,5.84,3.3,0.312,4988.49
584,37,Male,North,35153.83,Silver,0.96,Website,11.11,3.54,1.58,15,5.63,1.8,0.6,4899.39
585,21,Female,North,68559.36,Basic,7.24,Both,32.95,5.6,0.84,17,6.9,7.3,0.301,6634.53
586,18,Female,West,57019.36,Basic,4.33,Both,26.91,1.88,1.6,12,9.4,6.1,0.03,5121.4
587,46,Male,South,134287.97,Basic,0.5,Mobile App,18.7,1.57,0.91,14,7.89,3.5,0.472,6985.85
588,30,Male,East,90223.46,Silver,0.19,Mobile App,30.36,9.08,6.63,16,6.59,44.8,0.275,7282.86
589,48,Male,West,69487.53,Basic,1.23,Mobile App,15.85,1.72,0.61,13,5.71,2.8,0.165,4924.17
590,50,Male,North,59113.21,Silver,12.31,Website,23.8,0.97,1.26,15,6.71,28.2,0.683,6942.05
591,31,Female,East,57371.49,Gold,5.01,Mobile App,20.81,2.47,1.1,14,6.62,6.3,0.172,6261.16
592,44,Male,South,38128.17,Gold,2.26,Both,23.5,3.21,1.12,18,8.82,43.9,0.061,5919.46
593,31,Male,North,29476.67,Basic,0.1,Website,27.36,5.63,0.69,20,8.92,12.4,0.259,5295.57
594,18,Female,East,39918.87,Silver,1.36,Both,18.86,2.24,5.07,20,6.24,13.3,0.024,5256.26
595,39,Male,West,53279.08,Silver,1.14,Mobile App,42.16,2.23,8.18,19,8.58,63.1,0.374,6270.75
596,33,Male,South,25927.55,Silver,9.34,Website,32.44,3.0,2.51,14,8.45,35.7,0.278,5314.44
597,33,Female,East,44778.68,Gold,0.1,Mobile App,44.15,1.96,2.34,22,6.07,3.8,0.297,6589.67
598,60,Female,South,49678.89,Basic,0.1,Both,26.56,0.8,0.38,12,7.49,25.9,0.405,5321.81
599,21,Female,East,50241.7,Platinum,3.51,Mobile App,23.06,1.05,4.98,7,8.04,2.1,0.101,6869.36
600,42,Female,East,42975.98,Basic,0.44,Mobile App,43.83,6.64,0.91,18,7.81,21.7,0.039,6009.19
601,27,Male,East,48072.72,Gold,1.54,Mobile App,22.8,4.85,0.33,16,5.38,9.8,0.406,5941.88
602,48,Female,East,99048.3,Silver,0.31,Both,26.4,2.93,2.86,7,7.77,5.7,0.332,6672.86
603,41,Female,North,68305.86,Basic,0.64,Mobile App,34.48,4.3,4.07,9,8.43,6.9,0.047,5379.22
604,42,Female,East,,Gold,1.33,Website,16.86,4.95,4.95,8,9.65,11.7,0.646,6474.53
605,28,Female,East,52895.75,Basic,2.95,Both,34.4,1.8,1.27,18,6.73,32.7,0.199,6019.79
606,30,Female,East,53642.15,Gold,4.34,Both,33.25,1.27,1.14,11,6.89,21.6,0.27,6406.17
607,48,Female,North,41407.43,Silver,2.6,Mobile App,39.42,6.2,2.2,10,7.33,17.1,0.129,6193.95
608,57,Male,South,41390.41,Basic,0.1,Mobile App,36.01,0.33,1.58,16,7.98,57.2,0.503,5029.83
609,43,Female,South,77163.62,Basic,1.61,Mobile App,39.7,4.35,2.91,9,7.73,19.6,0.467,6021.02
610,28,Male,North,46773.66,Gold,0.58,Mobile App,27.01,3.4,2.21,21,8.39,116.1,0.096,5932.79
611,42,Female,North,36932.83,Basic,0.61,Website,20.24,5.8,0.84,18,6.14,0.3,0.241,5089.91
612,65,Female,South,53364.49,Platinum,2.03,Mobile App,46.99,4.46,5.06,14,8.12,2.1,0.296,8070.11
613,39,Female,East,56460.89,Gold,4.27,Mobile App,14.26,4.29,2.92,16,6.64,29.1,0.183,6518.21
614,54,Female,North,27161.44,Gold,0.79,Mobile App,15.16,1.38,4.0,14,7.41,7.6,0.404,5703.88
615,30,Male,West,53409.23,Basic,4.88,Website,33.09,5.07,0.85,14,9.82,16.2,0.375,5820.45
616,38,Female,East,73408.35,Gold,4.33,Mobile App,42.62,3.99,2.86,11,5.78,1.7,0.089,6933.34
617,45,Female,East,63445.1,Platinum,8.28,Website,29.71,1.54,3.47,16,7.24,5.5,0.496,8234.06
618,42,Male,South,118234.86,Basic,6.29,Mobile App,36.99,3.42,2.15,13,5.94,32.4,0.348,6780.74
619,30,Male,South,83942.58,Basic,2.29,Both,10.04,1.14,0.68,24,7.8,4.5,0.151,5686.51
620,29,Male,East,89960.58,Basic,0.7,Website,23.5,2.63,1.99,13,8.96,21.8,0.35,5744.12
621,49,Female,West,144354.89,Silver,3.65,Mobile App,11.13,11.47,3.23,16,7.82,45.3,0.272,8053.06
622,51,Female,South,70640.2,Gold,9.75,Mobile App,35.02,1.32,4.2,13,7.45,28.0,0.333,7284.81
623,55,Female,East,57358.4,Silver,6.53,Mobile App,14.07,0.79,0.42,17,9.33,14.5,0.61,6613.5
624,58,Male,East,76176.56,Silver,1.23,Mobile App,16.5,1.06,2.11,24,8.03,0.2,0.406,6829.44
625,39,Female,East,44545.54,Basic,11.59,Mobile App,32.63,2.61,0.53,15,8.67,39.7,0.137,6013.75
626,35,Male,North,56257.25,Basic,0.84,Both,37.56,4.68,3.26,12,8.53,2.2,0.38,6513.49
627,53,Female,South,43187.02,Basic,2.46,Website,26.57,3.07,3.9,16,3.86,9.6,0.213,4570.06
628,46,Male,South,62273.71,Gold,2.04,Mobile App,33.13,0.91,0.78,15,7.5,13.0,0.458,6884.36
629,27,Female,West,43123.86,Silver,6.25,Website,32.84,4.64,0.64,14,6.2,18.8,0.133,5537.12
630,27,Female,South,42598.53,Silver,1.9,Mobile App,26.06,0.48,1.1,15,6.52,6.2,0.213,4948.06
631,43,Female,South,62612.21,Gold,4.23,Both,18.15,1.0,1.63,8,9.52,84.0,0.171,6189.95
632,36,Female,West,51627.05,Basic,1.55,Mobile App,33.08,1.89,0.97,17,7.11,21.7,0.161,5213.04
633,38,Male,South,27594.39,Basic,0.67,Both,33.52,6.06,3.48,12,10.0,36.7,0.367,5067.55
634,50,Male,North,32550.73,Basic,5.13,Both,36.05,3.16,4.22,19,5.77,80.8,0.471,6305.53
635,46,Male,North,36259.5,Platinum,2.37,Mobile App,30.81,3.25,2.04,8,6.19,6.3,0.366,6131.11
636,53,Male,North,39773.65,Gold,5.19,Mobile App,17.48,0.92,1.0,16,8.59,20.9,0.204,6280.73
637,18,Female,North,62633.04,Silver,2.41,Mobile App,34.21,2.04,1.58,12,7.16,9.4,0.274,5931.82
638,41,Female,South,58491.02,Basic,1.34,Both,27.99,5.48,2.04,14,8.0,23.9,0.24,6057.79
639,46,Female,East,78656.68,Basic,1.56,Website,23.66,3.82,1.52,19,7.45,1.1,0.206,6009.22
640,21,Female,East,70507.94,Silver,14.88,Website,25.35,4.76,1.75,13,7.41,0.5,0.236,7816.55
641,31,Female,North,78839.23,Silver,6.85,Both,21.79,2.91,3.98,12,7.2,14.9,0.383,7074.7
642,29,Female,East,67032.89,Platinum,6.16,Both,36.0,5.52,0.94,21,7.83,5.7,,8146.45
643,38,Male,North,58301.77,Gold,4.66,Website,15.24,0.92,7.01,12,8.43,8.0,0.155,6011.3
644,56,Male,West,79600.3,Silver,0.58,Website,19.06,2.56,2.09,14,9.7,0.8,0.222,6231.31
645,60,Female,North,74741.78,Gold,3.3,Both,25.04,4.22,1.46,14,7.34,32.8,0.182,6828.46
646,29,Female,East,61798.44,Platinum,2.24,Mobile App,42.52,0.65,0.92,11,7.09,66.2,0.273,7171.32
647,44,Male,South,84531.13,Silver,3.01,Both,37.49,0.17,0.99,16,6.92,18.3,0.243,6351.18
648,44,Female,East,23836.52,Silver,1.69,Mobile App,13.23,9.09,1.89,18,9.51,24.4,0.177,5485.98
649,42,Female,South,48939.39,Platinum,6.43,Mobile App,40.16,3.19,2.08,12,8.5,14.3,0.21,7416.96
650,42,Male,East,48677.56,Basic,4.41,Both,40.14,0.59,1.41,12,5.13,13.9,0.068,5293.39
651,41,Male,North,81100.06,Platinum,3.24,Mobile App,17.43,3.13,0.52,8,5.07,14.9,0.264,6654.03
652,57,Female,West,93900.24,Basic,1.52,Mobile App,5.31,1.02,1.89,12,6.52,6.1,0.265,5946.87
653,50,Female,South,32612.05,Silver,2.0,Mobile App,27.35,1.38,1.01,12,7.9,13.0,0.579,5676.94
654,26,Male,East,88779.27,Gold,3.06,Website,38.1,6.19,0.3,14,7.56,8.8,0.322,7198.57
655,47,Female,West,35953.95,Silver,0.1,Both,42.32,1.93,2.99,20,8.27,34.8,0.249,5588.7
656,48,Male,West,36336.38,Silver,2.27,Mobile App,20.16,1.92,0.36,29,7.37,24.8,0.038,6035.19
657,41,Female,North,49911.16,Silver,4.32,Mobile App,43.77,0.99,1.36,11,9.42,16.5,0.095,5874.41
658,50,Male,South,48466.48,Basic,5.21,Website,7.95,2.27,1.71,15,8.6,4.0,0.454,5070.71
659,40,Female,North,31399.71,Basic,1.72,Both,24.69,3.34,4.63,11,7.7,18.5,,5524.99
660,40,Male,North,68013.21,Basic,1.58,Mobile App,24.25,1.93,0.32,15,9.09,0.4,0.228,5603.2
661,39,Male,East,68719.68,Silver,12.25,Both,38.37,10.63,3.23,12,5.46,17.7,0.404,7291.04
662,18,Female,West,78347.91,Silver,0.59,Both,39.68,1.22,3.61,13,7.49,6.8,0.333,6348.63
663,37,Male,West,46550.39,Basic,1.99,Mobile App,36.59,1.22,5.63,14,7.78,5.7,0.206,5388.75
664,31,Male,East,53430.98,Platinum,2.02,Both,15.85,2.2,4.11,17,8.38,9.2,0.213,7760.23
665,25,Male,East,53602.47,Silver,3.32,Website,35.76,9.82,1.76,22,5.37,5.7,0.248,6409.37
666,54,Female,West,97811.59,Silver,2.78,Website,32.58,4.81,3.34,16,7.26,8.0,0.163,6906.79
667,44,Female,West,20090.74,Silver,2.78,Mobile App,12.96,1.88,4.79,16,8.12,8.7,0.192,5265.06
668,38,Female,North,38757.11,Basic,1.5,Both,9.4,1.88,0.23,17,8.22,33.9,0.131,4994.15
669,32,Male,East,54281.53,Gold,4.55,Both,37.34,1.18,0.52,14,9.14,5.1,0.283,6853.44
670,41,Male,West,37050.99,Silver,5.2,Both,26.38,2.15,2.25,9,8.59,22.6,0.294,5597.67
671,49,Male,South,49493.07,Basic,5.02,Both,16.43,2.51,3.58,9,7.52,41.5,0.038,4989.5
672,29,Female,South,51837.73,Platinum,1.98,Website,26.13,4.66,2.91,11,8.48,28.2,0.607,7120.4
673,38,Female,West,43036.76,Gold,2.9,Both,31.28,4.01,2.41,20,7.34,67.3,0.251,6819.46
674,48,Female,West,55412.7,Gold,0.87,Both,27.25,2.09,5.58,16,7.79,18.8,0.288,6581.94
675,18,Female,West,67497.93,Gold,2.93,Mobile App,14.03,7.55,1.41,20,8.63,115.9,0.113,6944.49
676,37,Male,West,49876.58,Platinum,2.9,Mobile App,44.97,1.67,0.97,13,7.54,8.3,0.503,7821.76
677,33,Female,North,46229.89,Basic,1.86,Mobile App,37.04,0.78,1.19,20,8.07,15.4,0.316,5616.71
678,37,Female,South,51122.62,Silver,10.77,Both,24.98,3.45,2.29,18,8.85,66.0,0.361,7524.66
679,32,Male,East,54035.54,Silver,0.97,Mobile App,25.34,5.89,1.7,16,8.53,0.9,0.207,5852.68
680,40,Male,East,29462.93,Basic,0.16,Both,31.24,2.83,3.73,8,9.2,3.6,0.435,4773.45
681,59,Male,South,63674.78,Basic,10.13,Mobile App,17.83,0.95,1.02,11,10.0,0.7,0.181,6297.76
682,34,Male,East,46265.4,Basic,6.23,Mobile App,30.9,3.25,2.52,17,8.51,82.9,0.74,6363.48
683,41,Male,South,84249.45,Gold,0.46,Website,16.02,3.55,3.35,14,7.0,22.6,0.067,6252.92
684,60,Male,East,66627.24,Gold,1.77,Mobile App,27.37,3.82,4.78,16,8.27,0.3,0.178,7276.86
685,32,Female,South,81595.0,Gold,0.57,Both,17.48,3.3,0.62,19,8.21,1.6,0.064,6900.61
686,58,Male,South,38030.69,Basic,2.8,Mobile App,17.94,6.41,1.17,12,8.4,12.4,0.385,5865.44
687,38,Male,North,47572.72,Basic,0.53,Both,42.81,1.16,1.6,20,9.54,22.8,0.296,5981.94
688,58,Female,North,35071.34,Silver,3.1,Mobile App,28.53,0.08,0.45,6,5.41,9.3,0.265,4552.49
689,46,Female,West,42327.11,Silver,1.18,Both,29.87,0.48,2.39,17,9.57,20.9,,5839.53
690,41,Female,South,83971.85,Platinum,8.49,Website,9.9,0.94,2.37,11,10.0,21.9,0.32,8118.69
691,37,Male,North,91182.81,Platinum,1.94,Mobile App,22.63,5.22,2.21,17,8.34,42.3,0.299,8522.98
692,31,Female,East,36248.5,Platinum,3.15,Mobile App,32.15,2.27,1.52,22,8.37,15.2,0.444,7783.21
693,39,Male,East,46147.72,Gold,1.12,Mobile App,29.75,7.95,4.42,14,7.29,1.3,0.074,6210.0
694,48,Male,North,52750.66,Platinum,2.02,Website,8.61,1.08,1.2,12,7.61,3.3,0.444,7084.87
695,38,Female,South,66500.32,Silver,0.16,Both,29.86,7.84,4.13,18,8.51,10.1,0.26,7236.2
696,35,Female,North,29262.63,Basic,1.05,Mobile App,31.3,1.4,1.17,22,8.42,19.0,0.528,5678.79
697,35,Female,East,30913.55,Basic,2.69,Mobile App,39.55,2.5,0.6,13,8.54,25.8,0.504,5811.61
698,49,Female,North,64303.49,Silver,0.92,Website,22.1,0.59,1.77,16,8.41,52.9,0.293,6012.37
699,51,Female,North,27387.35,Basic,0.55,Website,7.82,7.17,2.05,11,8.77,38.3,0.107,5072.13
700,31,Male,North,46333.52,Basic,0.11,Website,19.03,2.77,2.55,11,8.62,7.0,0.097,4758.51
701,31,Male,East,57338.76,Platinum,1.57,Website,18.13,10.93,0.15,10,6.27,56.7,0.09,6729.55
702,42,Male,North,62660.28,Basic,6.49,Both,34.63,6.07,1.39,17,8.68,64.5,0.482,7086.37
703,55,Male,West,51554.7,Platinum,3.97,Both,5.0,2.45,6.66,18,10.0,2.5,0.397,7935.12
704,51,Female,North,47666.55,Gold,10.94,Mobile App,23.96,1.59,1.1,10,7.57,33.1,0.167,6784.05
705,24,Male,East,72809.36,Silver,3.94,Mobile App,40.83,5.38,3.62,9,9.55,4.3,0.229,6952.55
706,35,Female,South,59863.49,Gold,1.46,Mobile App,28.06,2.99,11.39,10,6.41,59.4,0.174,6391.1
707,28,Female,South,43197.77,Basic,6.16,Website,36.07,1.52,7.51,17,7.56,13.4,,5758.17
708,35,Female,North,54896.4,Silver,4.51,Mobile App,13.22,3.15,0.7,15,6.77,11.0,0.49,6144.18
709,56,Male,West,61951.63,Basic,2.04,Both,13.58,0.4,3.4,14,9.39,6.3,0.209,5808.22
710,22,Male,West,98852.39,Platinum,16.13,Website,40.94,3.87,3.55,10,9.73,18.3,0.215,9643.4
711,20,Female,North,71340.06,Basic,9.77,Website,28.91,4.41,3.01,7,7.47,13.8,0.049,6094.77
712,29,Female,North,82875.51,Basic,0.4,Both,28.93,1.05,0.59,14,9.12,15.8,0.485,6321.17
713,41,Female,West,43751.77,Gold,10.04,Mobile App,17.94,6.53,2.2,8,9.75,43.1,0.312,6644.93
714,45,Female,East,45095.42,Gold,2.62,Both,28.91,5.63,2.19,20,7.56,3.6,0.263,6842.75
715,43,Female,North,49892.05,Silver,3.22,Mobile App,17.69,3.63,0.51,10,7.77,8.0,0.496,5931.82
716,51,Male,North,51521.25,Silver,4.58,Website,38.68,1.31,1.46,19,8.55,14.8,0.39,6725.58
717,19,Female,East,38070.36,Basic,0.55,Both,52.55,4.59,2.27,14,6.5,17.5,0.144,5412.6
718,51,Male,East,84379.25,Gold,2.38,Both,32.36,2.17,1.73,14,7.74,6.4,0.183,6973.25
719,35,Female,East,73804.36,Basic,0.59,Both,22.29,3.36,3.17,14,10.0,12.5,0.234,6048.02
720,46,Female,West,48679.47,Basic,1.81,Mobile App,5.2,4.9,1.43,14,6.95,33.8,0.065,4551.99
